Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
24: The Game,PS2,2006.0,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,62.0,53.0,8.2,40.0,SCE Studio Cambridge,M
Dead or Alive Paradise,PSP,2010.0,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.18,38.0,34.0,5.6,37.0,"Team Ninja, Tecmo",M
Inspector Gadget: Gadget's Crazy Maze,PS,2001.0,Puzzle,Ubisoft,0.03,0.02,0.0,0.0,0.05,,,,,,
Vitamin Y,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,,,,,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016.0,Action,Activision,0.01,0.03,0.0,0.0,0.04,,,4.3,16.0,PlatinumGames,T
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,2007.0,Role-Playing,Banpresto,0.0,0.0,0.08,0.0,0.08,,,,,,
NBA 09: The Inside,PSP,2008.0,Sports,Sony Computer Entertainment,0.16,0.0,0.0,0.01,0.17,79.0,9.0,7.4,7.0,SCEA San Diego Studios,E
F/A-18F Super Hornet,GBA,2004.0,Simulation,Majesco Entertainment,0.2,0.08,0.0,0.01,0.28,,,,,,
Dying Light,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.86,0.3,0.01,0.12,1.29,74.0,26.0,7.8,387.0,Techland,M
A Boy and His Blob,Wii,2009.0,Platform,Majesco Entertainment,0.18,0.01,0.0,0.01,0.21,80.0,43.0,8.7,35.0,WayForward,E
Pokemon Ranger,DS,2006.0,Role-Playing,Nintendo,1.28,0.03,0.73,0.12,2.15,69.0,21.0,7.6,50.0,HAL Labs,E
Kinect Sports: Season Two,X360,2011.0,Sports,Microsoft Game Studios,1.38,0.72,0.02,0.22,2.34,66.0,46.0,6.5,39.0,"Rare Ltd., BigPark",E
Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006.0,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11,,,,,,
Tenkai Knights: Brave Battle,3DS,2014.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,26.0,10.0,2.4,22.0,Bandai Namco Games,E10+
Bella Sara,DS,2008.0,Misc,Codemasters,0.04,0.03,0.0,0.01,0.08,,,tbd,,Razorback Developments,E
Kane & Lynch 2: Dog Days,PS3,2010.0,Shooter,Square Enix,0.17,0.27,0.05,0.1,0.59,,,,,,
GTR Evolution,PC,2008.0,Racing,Atari,0.0,0.02,0.0,0.0,0.03,83.0,19.0,8.2,63.0,SimBin,E
Jimmy Neutron: Boy Genius,PS2,2002.0,Platform,THQ,0.2,0.16,0.0,0.05,0.41,,,5.8,5.0,THQ,E
Skies of Arcadia Legends,GC,2002.0,Role-Playing,Atari,0.17,0.04,0.0,0.01,0.22,84.0,31.0,9.2,95.0,Overworks,T
El Tigre: The Adventures of Manny Rivera,DS,2007.0,Platform,THQ,0.08,0.0,0.0,0.01,0.09,53.0,5.0,tbd,,THQ,E
Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,0.37,0.14,0.0,0.01,0.52,90.0,20.0,8,6.0,Vicarious Visions,E
Imagine: Wedding Designer,DS,2008.0,Simulation,Ubisoft,0.55,0.59,0.0,0.14,1.28,,,tbd,,"Lexis Numerique, Virtual Toys",E
Kong: The 8th Wonder of the World,GBA,2005.0,Action,Ubisoft,0.33,0.12,0.0,0.01,0.47,59.0,8.0,tbd,,Ubisoft,E10+
Tales of Berseria,PS3,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,
Skylanders SWAP Force,XOne,2013.0,Platform,Activision,0.22,0.06,0.0,0.03,0.32,,,5.5,43.0,Vicarious Visions,E10+
Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,,,,,,
A.C.E.: Another Century's Episode Portable,PSP,2011.0,Simulation,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,
Beautiful Katamari,X360,2007.0,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,73.0,52.0,7,40.0,Now Production,E
Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,,,,,,
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Klonoa 2: Dream Champ Tournament,GBA,2002.0,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,78.0,20.0,9.3,6.0,Namco,E
The Sims 3: World Adventures,PC,2009.0,Simulation,Electronic Arts,0.02,0.18,0.0,0.38,0.57,81.0,31.0,8,72.0,The Sims Studio,T
Cabela's Big Game Hunter 2005 Adventures,GC,2004.0,Sports,Activision,0.05,0.01,0.0,0.0,0.07,,,8.8,9.0,MagicWand,T
Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05,69.0,20.0,6.3,4.0,Prope,E
Guitar Hero: Metallica,PS2,2009.0,Misc,Activision,0.17,0.13,0.0,0.04,0.35,,,7.6,9.0,Neversoft Entertainment,T
Car Battler Joe,GBA,2001.0,Role-Playing,Victor Interactive,0.01,0.01,0.0,0.0,0.02,77.0,11.0,tbd,,Ancient,E
Age of Empires: Mythologies,DS,2008.0,Strategy,THQ,0.16,0.03,0.0,0.02,0.21,78.0,28.0,6.9,20.0,Griptonite Games,E10+
Backyard Baseball '09,DS,2008.0,Sports,Atari,0.11,0.0,0.0,0.01,0.12,,,tbd,,Humongous Entertainment,E
Street Fighter Anniversary Collection,PS2,2004.0,Fighting,Capcom,0.32,0.25,0.0,0.08,0.66,78.0,30.0,8.7,20.0,Capcom,T
Sengoku Musou 3 Empires,PS3,2011.0,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14,,,,,,
Project Setsuna,PSV,2016.0,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05,,,,,,
God Eater 2: Rage Burst,PSV,2015.0,Role-Playing,Namco Bandai Games,0.0,0.03,0.37,0.01,0.41,,,8.1,16.0,Shift,T
Avatar: The Game,X360,2009.0,Action,Ubisoft,0.34,0.35,0.0,0.08,0.77,,,,,,
Operation Flashpoint: Dragon Rising,PS3,2009.0,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.91,76.0,42.0,6.5,53.0,Codemasters,M
World of Final Fantasy,PS4,2016.0,Role-Playing,Square Enix,0.08,0.14,0.08,0.04,0.33,77.0,74.0,8.3,222.0,Square Enix,E10+
Hotel Giant DS,DS,2008.0,Simulation,Nobilis,0.0,0.01,0.0,0.0,0.01,,,,,,
Tom Clancy's Ghost Recon,GC,2003.0,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,59.0,15.0,5.4,17.0,Red Storm Entertainment,M
Need for Speed Carbon: Own the City,PSP,2006.0,Racing,Electronic Arts,0.87,0.97,0.0,0.58,2.42,73.0,14.0,7.9,39.0,EA Canada,E10+
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007.0,Simulation,Taito,0.0,0.0,0.02,0.0,0.02,,,,,,
NBA 2K14,PS4,2013.0,Sports,Take-Two Interactive,0.89,0.31,0.01,0.23,1.45,85.0,20.0,6.5,368.0,Visual Concepts,E
Pocket Pets,DS,2007.0,Simulation,O3 Entertainment,0.1,0.0,0.0,0.01,0.11,,,,,Agatsuma Entertainment,E
Novastorm,PS,1995.0,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.04,,,,,,
Order of War,PC,2009.0,Strategy,Square Enix,0.0,0.01,0.0,0.0,0.02,69.0,39.0,7.3,73.0,Wargaming.net,T
Our House Party!,Wii,,Simulation,Unknown,0.13,0.0,0.0,0.01,0.14,,,,,,
Rewrite,PSV,2014.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,,,,,,
Mahjong,NES,1983.0,Misc,Nintendo,0.01,0.0,2.13,0.0,2.14,,,,,,
R.B.I. Baseball 2016,XOne,2016.0,Sports,MLB.com,0.05,0.0,0.0,0.01,0.05,,,,,,
Cross Channel: In Memory of All People,X360,2011.0,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,,,,,,
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Nikoli's Pencil Puzzle,3DS,2011.0,Puzzle,Hudson Soft,0.05,0.03,0.0,0.01,0.08,61.0,7.0,tbd,,NATSUME ATARI Inc.,E
Corvette,PS2,2004.0,Racing,TDK Mediactive,0.65,0.51,0.0,0.17,1.33,57.0,15.0,6.5,21.0,Steel Monkeys,E
Crash of the Titans,X360,2007.0,Action,Vivendi Games,0.27,0.02,0.0,0.02,0.32,65.0,25.0,6.3,39.0,Radical Entertainment,E10+
Cabela's Dangerous Hunts 2011,Wii,2010.0,Sports,Activision,0.52,0.02,0.0,0.04,0.57,,,tbd,,Activision,T
Brain Dead 13,PS,1996.0,Adventure,Coconuts Japan,0.01,0.01,0.0,0.0,0.02,,,,,,
A.C.E.: Another Century's Episode 2,PS2,2006.0,Simulation,Banpresto,0.0,0.0,0.18,0.0,0.18,,,,,,
Galactic Taz Ball,DS,2010.0,Platform,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.09,,,,,,
Rock Revolution,Wii,,Misc,Unknown,0.07,0.0,0.0,0.01,0.08,46.0,4.0,tbd,,"Zoe Mode, HB Studios Multimedia",T
Scaler,GC,2004.0,Platform,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,69.0,11.0,7.3,8.0,Artificial Mind and Movement,E
Story Hour: Adventures,Wii,2008.0,Adventure,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,,,tbd,,Other Ocean Interactive,E
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014.0,Action,Nippon Columbia,0.0,0.0,0.07,0.0,0.07,,,,,,
P.N.03 - Product Number Three,GC,2003.0,Shooter,Capcom,0.06,0.02,0.0,0.0,0.08,,,,,,
XI Coliseum,PSP,2006.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,
Viewtiful Joe 2,GC,2004.0,Action,Capcom,0.17,0.04,0.0,0.01,0.22,86.0,39.0,8.3,19.0,Clover Studio,T
The Simpsons Game,X360,2007.0,Action,Electronic Arts,0.54,0.39,0.0,0.11,1.03,71.0,52.0,7.7,71.0,"Electronic Arts, EA Redwood Shores",T
Spec Ops: Ranger Elite,PS,2001.0,Shooter,TalonSoft,0.49,0.33,0.0,0.06,0.87,48.0,4.0,6.6,16.0,Runecraft,T
Cruise Ship Vacation Games,Wii,2009.0,Puzzle,Avanquest,0.12,0.0,0.0,0.01,0.13,,,tbd,,Activision,E
Major League Baseball 2K7,PSP,2007.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09,61.0,5.0,tbd,,Visual Concepts,E
Dynasty Warriors 7,PS3,2011.0,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57.0,25.0,7.4,57.0,Omega Force,T
Jampack Vol. 2,PS,1996.0,Misc,Sony Computer Entertainment,0.3,0.2,0.0,0.03,0.53,,,,,,
Smash Court Tennis 3,X360,2007.0,Sports,Atari,0.08,0.02,0.0,0.01,0.11,55.0,32.0,tbd,,Bandai Namco Games,E
World of Outlaws: Sprint Cars 2002,PS2,2002.0,Racing,Ignition Entertainment,0.23,0.18,0.0,0.06,0.48,80.0,10.0,9.1,10.0,Ratbag,E
Gallop Racer 2006,PS2,2005.0,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,69.0,15.0,8.3,8.0,Tecmo,E
Ivy the Kiwi?,Wii,2010.0,Puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06,74.0,30.0,7.2,12.0,Prope,E
Crash Tag Team Racing,PS2,2005.0,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54,66.0,21.0,7,49.0,Radical Entertainment,E10+
Spider-Man: Web of Shadows,PS2,2008.0,Action,Activision,0.1,0.08,0.0,0.03,0.21,69.0,4.0,4.1,16.0,"Treyarch, Shaba Games",E10+
WWE SmackDown vs. Raw 2009,PS3,2008.0,Fighting,THQ,0.51,0.3,0.01,0.12,0.94,78.0,37.0,7,49.0,Yuke's,T
Agassi Tennis Generation,PS2,2003.0,Sports,DreamCatcher Interactive,0.04,0.03,0.0,0.01,0.09,,,6,4.0,Aqua Pacific,E
Lost Planet 3,X360,2013.0,Shooter,Capcom,0.07,0.03,0.01,0.01,0.12,58.0,43.0,5.8,142.0,Spark Unlimited,T
Batman: Arkham Knight,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,70.0,14.0,2.5,1967.0,"Rocksteady Studios, Iron Galaxy Studios",M
Michael Jackson: The Experience,PSP,2010.0,Misc,Ubisoft,0.11,0.03,0.0,0.02,0.15,,,6.2,6.0,Ubisoft,E10+
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005.0,Action,Konami Digital Entertainment,0.15,0.0,0.0,0.0,0.15,,,,,,
Aliens vs Predator: Requiem,PSP,2007.0,Action,Vivendi Games,0.03,0.12,0.0,0.07,0.22,49.0,34.0,5.6,19.0,Rebellion,T
Real Pool,PS2,2000.0,Sports,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.28,54.0,15.0,tbd,,Takara,E
Madden NFL 15,XOne,2014.0,Sports,Electronic Arts,1.31,0.09,0.0,0.16,1.57,80.0,19.0,6.4,138.0,EA Sports,E
The Incredibles,GBA,2004.0,Action,THQ,1.15,0.77,0.04,0.1,2.06,55.0,13.0,tbd,,Helixe,E
Lost: Via Domus,X360,2008.0,Action,Ubisoft,0.18,0.34,0.0,0.07,0.58,55.0,50.0,6.4,58.0,Ubisoft Montreal,T
Crash Time: Autobahn Pusuit,X360,2008.0,Racing,RTL,0.03,0.0,0.0,0.0,0.03,,,,,,
Army Men: RTS,GC,2004.0,Strategy,Global Star,0.05,0.01,0.0,0.0,0.07,,,8.5,4.0,Pandemic Studios,T
Final Fantasy XI,PS2,,Role-Playing,Unknown,0.08,0.06,0.15,0.02,0.32,85.0,49.0,6.9,66.0,Square Enix,T
Jikkyou Powerful Pro Yakyuu 10,GC,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
North American Hunting Extravaganza 2,Wii,2010.0,Sports,Unknown,0.03,0.0,0.0,0.0,0.04,,,,,,
Hello Kitty: Birthday Adventures,DS,2010.0,Adventure,Namco Bandai Games,0.06,0.1,0.0,0.02,0.18,,,tbd,,OneNine Studios,E
MX vs. ATV Untamed,Wii,2008.0,Racing,THQ,0.28,0.02,0.0,0.02,0.33,70.0,7.0,8.3,9.0,Rainbow Studios,E
Age of Empires III: The Asian Dynasties,PC,2007.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,81.0,19.0,8.5,71.0,Big Huge Games,T
Street Fighter Alpha 3,GBA,2002.0,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15,83.0,17.0,7.8,10.0,Crawfish Interactive,T
G-Force,X360,2009.0,Action,Disney Interactive Studios,0.11,0.05,0.0,0.01,0.17,68.0,33.0,7,9.0,Eurocom Entertainment Software,E10+
Master of the Monster Lair,DS,2007.0,Role-Playing,Rising Star Games,0.09,0.0,0.0,0.01,0.1,56.0,8.0,tbd,,Global A,E10+
Derby Stallion Gold,3DS,2014.0,Sports,Kadokawa Shoten,0.0,0.0,0.14,0.0,0.14,,,,,,
Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,PS2,2008.0,Adventure,Russel,0.0,0.0,0.01,0.0,0.01,,,,,,
Blue Dragon,X360,2006.0,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,79.0,56.0,7.8,161.0,"Mistwalker, Artoon",T
Despicable Me: The Game - Minion Mayhem,DS,2010.0,Puzzle,D3Publisher,0.37,0.05,0.0,0.03,0.45,,,,,,
Haunted House,Wii,2010.0,Action,Atari,0.12,0.0,0.0,0.01,0.13,41.0,6.0,tbd,,"Atari, Atari SA",E10+
BattleForge,PC,2009.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01,75.0,37.0,7,112.0,EA Phenomic,T
O.M.G. 26 - Our Mini Games,DS,2007.0,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,,,,,,
DoDonPachi Resurrection,X360,2010.0,Shooter,Rising Star Games,0.0,0.04,0.0,0.01,0.05,77.0,10.0,8.6,16.0,Cave,
AKB1/48: Idol to Guam de Koishitara...,PSP,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,,,,,,
Fist of the North Star: Ken's Rage 2,X360,2012.0,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,55.0,18.0,7.1,20.0,Koei,M
Panzer Dragoon,SAT,1995.0,Shooter,Sega,0.0,0.0,0.37,0.0,0.37,,,,,,
4x4 Evolution,PS2,2001.0,Racing,Gathering of Developers,0.16,0.12,0.0,0.04,0.32,64.0,11.0,tbd,,Terminal Reality,E
Kururin Paradise,GBA,2002.0,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06,,,,,,
Persona 4: Dancing All Night,PSV,2015.0,Misc,Nippon Ichi Software,0.09,0.04,0.15,0.04,0.32,76.0,51.0,8.6,83.0,"Atlus, Dingo Inc.",T
IHRA Drag Racing 2,PS2,2002.0,Racing,Bethesda Softworks,0.64,0.5,0.0,0.17,1.31,,,7.4,63.0,Bethesda Softworks,E
Family Game Night 4: The Game Show,Wii,2011.0,Misc,Electronic Arts,0.12,0.03,0.0,0.01,0.16,,,tbd,,Electronic Arts,E
Jurassic Park: The Game,X360,,Action,Unknown,0.15,0.0,0.0,0.01,0.16,60.0,9.0,3.6,138.0,Telltale Games,T
Madden NFL 11,X360,2010.0,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,84.0,47.0,5.7,120.0,EA Tiburon,E
CSI: Dark Motives,DS,2007.0,Adventure,Ubisoft,0.05,0.01,0.0,0.01,0.07,,,6.7,6.0,Powerhead Games,T
Zoo Tycoon 2 DS,DS,2008.0,Strategy,THQ,0.24,0.03,0.0,0.02,0.29,60.0,17.0,5.4,7.0,Altron,E
NHL 15,PS3,2014.0,Sports,Electronic Arts,0.21,0.09,0.0,0.06,0.36,,,1.6,45.0,EA Sports,E10+
Tiger Woods PGA Tour 10,PS3,2009.0,Sports,Electronic Arts,0.42,0.25,0.0,0.11,0.78,81.0,38.0,7.7,9.0,EA Tiburon,E
James Bond 007: Nightfire,XB,2002.0,Shooter,Electronic Arts,0.58,0.22,0.0,0.03,0.82,78.0,30.0,7.8,25.0,Eurocom Entertainment Software,T
Backyard NFL Football,GC,2002.0,Sports,Infogrames,0.2,0.05,0.0,0.01,0.26,,,,,,
Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,PS2,2002.0,Strategy,Namco Bandai Games,0.0,0.0,0.38,0.0,0.38,,,,,,
Duel Masters: Sempai Legends,GBA,2003.0,Misc,Atari,0.21,0.08,0.0,0.01,0.29,69.0,19.0,8,5.0,Mistic Software,E
Outlaw Tennis,XB,2005.0,Sports,Global Star,0.03,0.01,0.0,0.0,0.04,66.0,45.0,7.7,6.0,Hypnotix,M
Gods Eater Burst,PSP,2010.0,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66,71.0,30.0,7.9,35.0,"Shift, Bandai Namco Games",T
Max & the Magic Marker,Wii,2011.0,Platform,Unknown,0.0,0.03,0.0,0.0,0.03,,,,,,
Real Bout Garou Densetsu,SAT,1996.0,Fighting,SNK,0.0,0.0,0.1,0.0,0.1,,,,,,
Destruction Derby Arenas,PS2,2004.0,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,57.0,27.0,7.8,14.0,Studio 33,T
Ghosts 'n Goblins,NES,1986.0,Action,Capcom,0.74,0.26,0.61,0.03,1.64,,,,,,
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016.0,Misc,Tecmo Koei,0.01,0.0,0.05,0.0,0.06,,,,,,
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,
Butt-Ugly Martians: Zoom or Doom!,PS2,2002.0,Racing,Vivendi Games,0.01,0.01,0.0,0.0,0.02,,,,,,
Six Flags Fun Park,Wii,2009.0,Misc,Ubisoft,0.27,0.09,0.0,0.04,0.4,43.0,7.0,7.1,7.0,7 Studios,E10+
Just Dance 2014,WiiU,2013.0,Misc,Ubisoft,0.31,0.23,0.0,0.05,0.6,72.0,13.0,7.6,45.0,Ubisoft,E10+
LEGO Batman 2: DC Super Heroes,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.16,0.11,0.0,0.06,0.33,62.0,9.0,6.7,46.0,TT Games,E10+
Ninja Blade,X360,2009.0,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33,68.0,65.0,6.8,55.0,From Software,M
Star Wars Jedi Knight: Jedi Academy,XB,2003.0,Shooter,Activision,0.34,0.1,0.0,0.02,0.45,76.0,30.0,8.7,30.0,Vicarious Visions,T
Karaoke Joysound Wii DX,Wii,2009.0,Misc,Hudson Soft,0.0,0.0,0.09,0.0,0.09,,,,,,
Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999.0,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.01,0.17,,,,,,
The Sims 2,GC,2005.0,Simulation,Electronic Arts,0.26,0.07,0.0,0.01,0.33,73.0,22.0,8.3,8.0,Maxis,T
All Star Karate,Wii,2010.0,Action,THQ,0.13,0.07,0.0,0.02,0.22,46.0,4.0,tbd,,THQ,E10+
G1 Grand Prix,3DS,2012.0,Action,Genki,0.0,0.0,0.05,0.0,0.05,,,,,,
OZMAFIA!! -vivace-,PSV,2015.0,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03,,,,,,
.hack//Quarantine Part 4: The Final Chapter,PS2,2003.0,Role-Playing,Atari,0.09,0.07,0.0,0.02,0.18,,,,,,
Cars Toon: Mater's Tall Tales,Wii,2010.0,Misc,Disney Interactive Studios,0.45,0.02,0.0,0.03,0.5,,,tbd,,Disney Interactive Studios,E
Crash: Mind Over Mutant,PS2,2008.0,Platform,Vivendi Games,0.25,0.19,0.0,0.06,0.5,73.0,7.0,6.5,36.0,Radical Entertainment,E10+
Digimon Story: Lost Evolution,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
Sprint Cars: Road to Knoxville,PS2,2005.0,Racing,THQ,0.03,0.03,0.0,0.01,0.07,,,tbd,,Big Ant Studios,E
Little League World Series Baseball: Double Play,DS,2010.0,Sports,Activision,0.07,0.0,0.0,0.01,0.07,,,tbd,,Activision,E
Disney's Treasure Planet,GBA,2002.0,Action,Ubisoft,0.2,0.07,0.0,0.01,0.28,68.0,6.0,tbd,,Disney Interactive,E
Bob the Builder: Can We Fix It?,PS,2000.0,Action,THQ,0.31,0.21,0.0,0.04,0.57,,,,,,
NBA Live 2000,N64,1999.0,Sports,Electronic Arts,0.42,0.02,0.0,0.0,0.44,,,,,,
Criminal Girls 2,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.01,0.01,0.03,0.01,0.05,,,,,,
NHL 2K10,PS2,2009.0,Sports,Take-Two Interactive,0.17,0.14,0.0,0.05,0.36,,,8.5,4.0,Take-Two Interactive,E10+
Winning Post 8 ,PSV,2014.0,Racing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
Bloody Roar II,PS,1999.0,Fighting,Virgin Interactive,0.25,0.17,0.0,0.03,0.46,,,,,,
Mortal Kombat 4,N64,1998.0,Fighting,GT Interactive,0.55,0.17,0.0,0.01,0.73,,,,,,
Dissidia: Final Fantasy Universal Tuning,PSP,2009.0,Fighting,Square Enix,0.0,0.0,0.06,0.0,0.06,,,,,,
Risen 3: Titan Lords,PS3,2014.0,Role-Playing,Deep Silver,0.02,0.05,0.0,0.01,0.08,36.0,8.0,3.7,77.0,Piranha Bytes,M
The Last of Us,PS4,2014.0,Action,Sony Computer Entertainment,1.88,2.0,0.07,0.77,4.71,,,,,,
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008.0,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06,,,,,,
Harry Potter and the Deathly Hallows - Part 1,PS3,2010.0,Action,Electronic Arts,0.13,0.2,0.0,0.07,0.39,38.0,27.0,2.8,23.0,EA Bright Light,T
Need For Speed: High Stakes,PS,1999.0,Racing,Electronic Arts,1.58,0.64,0.0,0.09,2.31,86.0,14.0,8.5,28.0,EA Canada,E
Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
World Poker Tour,PS2,2005.0,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21,60.0,17.0,8.6,5.0,Coresoft,T
Touch Detective: Nameko Shigeru,3DS,2013.0,Adventure,Success,0.0,0.0,0.07,0.0,0.07,,,,,,
F1 ROC: Race of Champions,SNES,1992.0,Sports,Ocean,0.0,0.0,0.28,0.0,0.28,,,,,,
Shonen Jump's One Piece: Grand Battle,PS2,2005.0,Fighting,Atari,0.07,0.05,0.0,0.02,0.13,,,,,,
Conan,PS3,2007.0,Action,THQ,0.13,0.15,0.0,0.05,0.34,69.0,35.0,7.2,40.0,Nihilistic,M
Pokemon Ruby/Pokemon Sapphire,GBA,2002.0,Role-Playing,Nintendo,6.06,3.9,5.38,0.5,15.85,,,,,,
PoPoLoCrois: Hajimari no Bouken,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,,
Grand Theft Auto: Chinatown Wars,DS,2009.0,Action,Take-Two Interactive,0.58,0.56,0.05,0.14,1.32,93.0,85.0,8.3,280.0,Rockstar Leeds,M
All-Pro Football 2K8,X360,2007.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,75.0,22.0,6.8,52.0,Visual Concepts,E10+
Vitamin X Evolution,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,
Blast Corps,N64,1997.0,Action,Nintendo,0.39,0.09,0.17,0.06,0.71,,,,,,
Hakuoki: Reimeiroku - Omouhase Kara,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,
Breakaway IV,2600,,Puzzle,Sears,0.2,0.01,0.0,0.0,0.21,,,,,,
Rock Band 2,PS2,2008.0,Misc,MTV Games,0.29,0.23,0.0,0.08,0.59,,,8,4.0,Harmonix Music Systems,T
Jumble Madness,DS,2009.0,Puzzle,Destineer,0.06,0.0,0.0,0.0,0.06,,,tbd,,Anino Entertainment,E10+
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Dance Dance Revolution: Disney Grooves,Wii,2009.0,Simulation,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.18,,,tbd,,Konami,E
Senran Kagura: Bon Appétit!,PSV,2014.0,Misc,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011.0,Adventure,Banpresto,0.0,0.0,0.15,0.0,0.15,,,,,,
